food_id,food_name,restaurant_id,description,category,veg_nonveg,ingredients,dish_type,popular_in,price_level
f014,Chicken Biryani,r020,Traditional spiced chicken biryani.,Biryani,Non-Veg,"[""rice"",""chicken"",""onion"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f014,Chicken Biryani,r020,Nattu kozhi biryani variant.,Biryani,Non-Veg,"[""rice"",""country chicken"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f014,Chicken Biryani,r020,Chicken 65 biryani variation.,Biryani,Non-Veg,"[""rice"",""chicken"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f015,Egg Biryani,r020,Biryani with boiled eggs.,Biryani,Egg,"[""rice"",""egg"",""spices"",""onion""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r020,Plain flavored biryani rice.,Biryani,Veg,"[""rice"",""ghee"",""whole spices""]",main_course,Tamil Nadu,Low
f001,Veg Fried Rice,r020,Stir-fried rice with vegetables.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""capsicum"",""soy sauce""]",main_course,India,Low
f002,Egg Fried Rice,r020,Fried rice with scrambled egg.,Fried Rice,Egg,"[""rice"",""egg"",""soy sauce"",""pepper""]",main_course,India,Low
f004,Mushroom Fried Rice,r020,Fried rice with mushrooms.,Fried Rice,Veg,"[""rice"",""mushroom"",""spring onion"",""soy sauce""]",main_course,India,Low
f010,Schezwan Egg Fried Rice,r020,Spicy schezwan egg fried rice.,Fried Rice,Egg,"[""rice"",""egg"",""schezwan sauce"",""capsicum""]",main_course,India,Low
f011,Schezwan Chicken Rice,r020,Spicy schezwan chicken fried rice.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce"",""spring onion""]",main_course,India,Low
f008,Ghee Rice,r020,Flavored ghee rice.,Rice,Veg,"[""rice"",""ghee"",""spices""]",main_course,South India,Low
f006,Jeera Rice,r020,Jeera flavored rice.,Rice,Veg,"[""rice"",""cumin"",""ghee""]",side_dish,North India,Low
f005,Paneer Rice,r020,Paneer fried rice variant.,Fried Rice,Veg,"[""rice"",""paneer"",""onion"",""garam masala""]",main_course,India,Low
f029,Parotta,r020,Flaky layered parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""water"",""salt""]",parotta,Tamil Nadu,Low
f031,Bun Parotta,r020,Soft layered bun parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""milk"",""salt""]",parotta,Tamil Nadu,Low
f032,Veechu Parotta,r020,Thin stretched parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f033,Egg Kothu Parotta,r020,Kothu parotta with egg.,Parotta & Breads,Egg,"[""parotta"",""egg"",""onion"",""masala""]",kothu,Tamil Nadu,Low
f027,Chapathi,r020,Whole wheat flatbread.,Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f035,Egg Poriyal,r020,Simple egg roast / fry.,Egg,Egg,"[""egg"",""onion"",""chili"",""pepper""]",side_dish,South India,Low
f036,Omelette,r020,Indian masala omelette.,Egg,Egg,"[""egg"",""onion"",""chili"",""salt""]",side_dish,India,Low
f026,Small Onion Uttapam,r020,Thick dosa with onions.,Tiffin,Veg,"[""rice batter"",""shallots"",""oil""]",tiffin,Tamil Nadu,Low
f023,Roast,r020,Plain roast dosa.,Tiffin,Veg,"[""rice"",""urad dal"",""oil""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r020,Onion roast variation.,Tiffin,Veg,"[""rice batter"",""shallots""]",tiffin,Tamil Nadu,Low
f035,Egg Poriyal,r020,Egg roast dosa style.,Egg,Egg,"[""egg"",""spices""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r020,Crispy dosa roasted in ghee.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee""]",tiffin,Tamil Nadu,Low
f025,Ghee Podi Roast,r020,Spicy podi-coated roast dosa.,Tiffin,Veg,"[""rice batter"",""ghee"",""podi""]",tiffin,Tamil Nadu,Low
f025,Ghee Podi Roast,r020,Masala roast variant.,Tiffin,Veg,"[""rice batter"",""podi"",""ghee""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r020,Onion uthappam.,Tiffin,Veg,"[""rice batter"",""onion""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r020,Tomato uthappam variant.,Tiffin,Veg,"[""rice batter"",""tomato"",""onion""]",tiffin,Tamil Nadu,Low
f023,Roast,r021,Plain roast dosa.,Tiffin,Veg,"[""rice"",""urad dal"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r021,Ghee roast dosa.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f025,Ghee Podi Roast,r021,Podi roast variant.,Tiffin,Veg,"[""rice batter"",""ghee"",""spicy podi"",""oil""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r021,Onion roast / uthappam variants.,Tiffin,Veg,"[""rice batter"",""small onion"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f023,Roast,r021,Rava roast variant.,Tiffin,Veg,"[""rice"",""urad dal"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r021,Ghee rava roast.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r021,Onion rava roast.,Tiffin,Veg,"[""rice batter"",""small onion"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f025,Ghee Podi Roast,r021,Rava masala roast.,Tiffin,Veg,"[""rice batter"",""ghee"",""spicy podi"",""oil""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r021,Cashew rava roast.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f001,Veg Fried Rice,r021,Vegetable fried rice.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce""]",main_course,South India,Low
f005,Paneer Rice,r021,Paneer fried rice variant.,Fried Rice,Veg,"[""rice"",""paneer"",""onion"",""garam masala"",""salt""]",main_course,India,Low
f009,Schezwan Veg Fried Rice,r021,Spicy schezwan fried rice.,Fried Rice,Veg,"[""rice"",""capsicum"",""carrot"",""schezwan sauce""]",main_course,India,Low
f012,Steamed Rice,r021,Plain steamed rice.,Rice,Veg,"[""rice"",""water""]",side_dish,India,Low
f006,Jeera Rice,r021,Jeera flavored rice.,Rice,Veg,"[""rice"",""cumin"",""ghee"",""salt""]",side_dish,North India,Low
f008,Ghee Rice,r021,Flavored ghee rice.,Rice,Veg,"[""rice"",""ghee"",""spices""]",main_course,South India,Low
f040,Curd Rice,r021,Curd mixed rice.,Rice,Veg,"[""rice"",""curd"",""curry leaves"",""mustard"",""salt""]",side_dish,South India,Low
f041,Special Curd Rice,r021,Curd rice with extras.,Rice,Veg,"[""rice"",""curd"",""butter"",""pomegranate""]",side_dish,Tamil Nadu,Low
f014,Chicken Biryani,r022,Traditional chicken biryani.,Biryani,Non-Veg,"[""rice"",""chicken"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f015,Egg Biryani,r022,Biryani with egg.,Biryani,Egg,"[""rice"",""egg"",""spices""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r022,Plain biryani rice.,Biryani,Veg,"[""rice"",""ghee"",""spices""]",main_course,Tamil Nadu,Low
f017,Chilli Chicken,r022,Spicy Indo-Chinese chicken.,Starter,Non-Veg,"[""chicken"",""chilli"",""garlic"",""soy sauce""]",starter,India,Low
f018,Chicken 65,r022,South Indian crispy chicken.,Starter,Non-Veg,"[""chicken"",""curd"",""chilli"",""spices""]",starter,Tamil Nadu,Low
f019,Chicken Manchurian,r022,Indo-Chinese manchurian.,Starter,Non-Veg,"[""chicken"",""soy sauce"",""garlic""]",starter,India,Low
f020,Pepper Chicken,r022,Pepper spiced chicken fry.,Starter,Non-Veg,"[""chicken"",""pepper"",""garlic""]",main_course,Tamil Nadu,Low
f021,Chicken Varuval,r022,Kongu style chicken fry.,Main Course,Non-Veg,"[""chicken"",""spices"",""onion""]",main_course,Tamil Nadu,Low
f037,Egg Kalakki,r022,Runny beaten egg specialty.,Egg,Egg,"[""egg"",""pepper"",""salt""]",side_dish,Tamil Nadu,Low
f037,Egg Kalakki,r022,Masala egg kalakki variant.,Egg,Egg,"[""egg"",""spices""]",side_dish,Tamil Nadu,Low
f038,Boiled Egg,r022,Hard boiled egg.,Egg,Egg,"[""egg""]",side_dish,India,Low
f038,Boiled Egg,r022,Half / full boil eggs.,Egg,Egg,"[""egg""]",side_dish,India,Low
f039,Fried Egg,r022,Fried egg.,Egg,Egg,"[""egg"",""oil"",""pepper""]",side_dish,India,Low
f035,Egg Poriyal,r022,Egg scrambled with spices.,Egg,Egg,"[""egg"",""onion"",""chilli""]",side_dish,South India,Low
f036,Omelette,r022,Masala omelette.,Egg,Egg,"[""egg"",""onion"",""chilli""]",side_dish,India,Low
f014,Chicken Biryani,r023,Traditional chicken biryani.,Biryani,Non-Veg,"[""rice"",""chicken"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f015,Egg Biryani,r023,Egg biryani.,Biryani,Egg,"[""rice"",""egg"",""spices""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r023,Kuska biryani rice.,Biryani,Veg,"[""rice"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f017,Chilli Chicken,r023,Spicy Indo-Chinese chicken.,Starter,Non-Veg,"[""chicken"",""chilli"",""garlic"",""soy sauce""]",starter,India,Low
f021,Chicken Varuval,r023,Chicken fry / sukka.,Main Course,Non-Veg,"[""chicken"",""spices"",""onion""]",main_course,Tamil Nadu,Low
f019,Chicken Manchurian,r023,Indo-Chinese chicken dish.,Starter,Non-Veg,"[""chicken"",""soy sauce"",""garlic""]",starter,India,Low
f020,Pepper Chicken,r023,Pepper-flavoured chicken fry.,Starter,Non-Veg,"[""chicken"",""pepper"",""garlic""]",main_course,Tamil Nadu,Low
f021,Chicken Varuval,r023,Chettinad chicken variant.,Main Course,Non-Veg,"[""chicken"",""spices"",""onion""]",main_course,Tamil Nadu,Low
f020,Pepper Chicken,r023,Garlic chicken variant.,Starter,Non-Veg,"[""chicken"",""garlic"",""pepper""]",main_course,Tamil Nadu,Low
f035,Egg Poriyal,r023,Egg masala fry.,Egg,Egg,"[""egg"",""onion"",""spices""]",side_dish,South India,Low
f036,Omelette,r023,Egg bhurji (scramble).,Egg,Egg,"[""egg"",""onion"",""chilli""]",side_dish,India,Low
f029,Parotta,r023,Flaky layered parotta.,Bread,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f027,Chapathi,r023,Wheat chapathi.,Bread,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f001,Veg Fried Rice,r023,Vegetable fried rice.,Fried Rice,Veg,"[""rice"",""vegetables"",""soy sauce""]",main_course,India,Low
f002,Egg Fried Rice,r023,Fried rice with egg.,Fried Rice,Egg,"[""rice"",""egg"",""soy sauce""]",main_course,India,Low
f011,Schezwan Chicken Rice,r023,Chicken fried rice variant.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce""]",main_course,India,Low
f016,Plain Biryani,r024,Veg biryani / kuska.,Biryani,Veg,"[""rice"",""ghee"",""spices""]",main_course,South India,Low
f015,Egg Biryani,r024,Egg biryani.,Biryani,Egg,"[""rice"",""egg"",""spices""]",main_course,Tamil Nadu,Low
f014,Chicken Biryani,r024,Chicken biryani.,Biryani,Non-Veg,"[""rice"",""chicken"",""spices""]",main_course,Tamil Nadu,Low
f014,Chicken Biryani,r024,Chicken biryani half.,Biryani,Non-Veg,"[""rice"",""chicken"",""spices""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r024,Plain biryani rice.,Biryani,Veg,"[""rice"",""ghee"",""spices""]",main_course,South India,Low
f038,Boiled Egg,r024,Half/Full boil egg.,Egg,Egg,"[""egg""]",side_dish,India,Low
f039,Fried Egg,r024,Fried egg.,Egg,Egg,"[""egg"",""oil"",""pepper""]",side_dish,India,Low
f035,Egg Poriyal,r024,Egg masala fry.,Egg,Egg,"[""egg"",""onion"",""spices""]",side_dish,South India,Low
f035,Egg Poriyal,r024,Egg poriyal.,Egg,Egg,"[""egg"",""onion"",""spices""]",side_dish,South India,Low
f020,Pepper Chicken,r024,Pepper chicken fry.,Starter,Non-Veg,"[""chicken"",""pepper"",""garlic""]",main_course,Tamil Nadu,Low
f018,Chicken 65,r024,Spicy fried chicken.,Starter,Non-Veg,"[""chicken"",""curd"",""chilli""]",starter,Tamil Nadu,Low
f019,Chicken Manchurian,r024,Indo-Chinese chicken.,Starter,Non-Veg,"[""chicken"",""garlic"",""soy sauce""]",starter,India,Low
f021,Chicken Varuval,r024,Kongu style chicken fry.,Main Course,Non-Veg,"[""chicken"",""spices"",""onion""]",main_course,Tamil Nadu,Low
f020,Pepper Chicken,r024,Peri peri chicken variant.,Main Course,Non-Veg,"[""chicken"",""pepper"",""chili""]",main_course,India,Low
f018,Chicken 65,r024,Boneless 65 variant.,Starter,Non-Veg,"[""chicken"",""spices""]",starter,South India,Low
f021,Chicken Varuval,r024,Chicken chinthamani variant.,Main Course,Non-Veg,"[""chicken"",""spices"",""onion""]",main_course,Tamil Nadu,Low
f022,Gobi 65,r024,Fried gobi 65.,Starter,Veg,"[""cauliflower"",""spices"",""oil""]",starter,India,Low
f023,Gobi Manchurian,r024,Gobi manchurian.,Starter,Veg,"[""cauliflower"",""garlic"",""soy sauce""]",starter,India,Low
f024,Paneer 65,r024,Paneer 65.,Starter,Veg,"[""paneer"",""spices""]",starter,India,Low
f025,Paneer Manchurian,r024,Paneer manchurian.,Starter,Veg,"[""paneer"",""soy sauce"",""garlic""]",starter,India,Low
f026,Mushroom Manchurian,r024,Mushroom manchurian.,Starter,Veg,"[""mushroom"",""soy sauce"",""garlic""]",starter,India,Low
f014,Chicken Biryani,r025,Chicken biryani.,Biryani,Non-Veg,"[""rice"",""chicken"",""spices""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r025,Plain biryani.,Biryani,Veg,"[""rice"",""spices"",""ghee""]",main_course,South India,Low
f015,Egg Biryani,r025,Egg biryani.,Biryani,Egg,"[""rice"",""egg"",""spices""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r025,Veg biryani variant.,Biryani,Veg,"[""rice"",""vegetables"",""spices""]",main_course,India,Low
f004,Mushroom Fried Rice,r025,Mushroom biryani style.,Fried Rice,Veg,"[""rice"",""mushroom"",""spices""]",main_course,India,Low
f018,Chicken 65,r025,Chicken 65.,Starter,Non-Veg,"[""chicken"",""spices""]",starter,Tamil Nadu,Low
f017,Chilli Chicken,r025,Chilli chicken.,Starter,Non-Veg,"[""chicken"",""chilli""]",starter,India,Low
f019,Chicken Manchurian,r025,Manchurian chicken.,Starter,Non-Veg,"[""chicken"",""soy sauce""]",starter,India,Low
f020,Pepper Chicken,r025,Pepper chicken fry.,Starter,Non-Veg,"[""chicken"",""pepper""]",main_course,Tamil Nadu,Low
f021,Chicken Varuval,r025,Chicken varuval.,Main Course,Non-Veg,"[""chicken"",""spices""]",main_course,Tamil Nadu,Low
f019,Chicken Manchurian,r025,Dragon chicken variant.,Starter,Non-Veg,"[""chicken"",""garlic"",""chilli""]",starter,India,Low
f021,Chicken Varuval,r025,Chicken monica variant.,Main Course,Non-Veg,"[""chicken"",""spices""]",main_course,Tamil Nadu,Low
f023,Gobi Manchurian,r025,Gobi chilly / manchurian.,Starter,Veg,"[""cauliflower"",""spices""]",starter,India,Low
f025,Paneer Manchurian,r025,Paneer manchurian.,Starter,Veg,"[""paneer"",""soy sauce""]",starter,India,Low
f026,Mushroom Manchurian,r025,Mushroom pepper variant.,Starter,Veg,"[""mushroom"",""pepper""]",starter,India,Low
f035,Egg Poriyal,r025,Egg roast.,Egg,Egg,"[""egg"",""spices""]",side_dish,South India,Low
f036,Omelette,r025,Omlette / bhurji.,Egg,Egg,"[""egg"",""onion""]",side_dish,India,Low
f038,Boiled Egg,r025,Boiled eggs.,Egg,Egg,"[""egg""]",side_dish,India,Low
f026,Small Onion Uttapam,r025,Egg dosa variant.,Tiffin,Egg,"[""egg"",""batter""]",tiffin,Tamil Nadu,Low
f001,Veg Fried Rice,r025,Veg fried rice.,Fried Rice,Veg,"[""rice"",""vegetables""]",main_course,India,Low
f005,Paneer Rice,r025,Paneer fried rice.,Fried Rice,Veg,"[""rice"",""paneer""]",main_course,India,Low
f004,Mushroom Fried Rice,r025,Mushroom fried rice.,Fried Rice,Veg,"[""rice"",""mushroom""]",main_course,India,Low
f009,Schezwan Veg Fried Rice,r025,Schezwan veg fried rice.,Fried Rice,Veg,"[""rice"",""schezwan""]",main_course,India,Low
f002,Egg Fried Rice,r025,Egg fried rice.,Fried Rice,Egg,"[""rice"",""egg""]",main_course,India,Low
f011,Schezwan Chicken Rice,r025,Chicken fried rice.,Fried Rice,Non-Veg,"[""rice"",""chicken""]",main_course,India,Low
f031,Bun Parotta,r025,Bun parotta.,Bread,Veg,"[""maida"",""oil""]",bread,Tamil Nadu,Low
f027,Chapathi,r025,Chapathi.,Bread,Veg,"[""wheat flour""]",bread,India,Low
f033,Egg Kothu Parotta,r025,Egg kothu parotta.,Parotta,Egg,"[""parotta"",""egg""]",parotta,Tamil Nadu,Low
f023,Roast,r025,Kal dosa.,Tiffin,Veg,"[""rice"",""urad dal""]",tiffin,Tamil Nadu,Low
f023,Roast,r025,Plain roast / uttapam.,Tiffin,Veg,"[""rice batter""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r025,Onion roast / uttapam.,Tiffin,Veg,"[""rice batter"",""onion""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r025,Ghee roast.,Tiffin,Veg,"[""rice batter"",""ghee""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r025,Tomato uthappam.,Tiffin,Veg,"[""rice batter"",""tomato""]",tiffin,Tamil Nadu,Low
f020,Pepper Chicken,r026,Peri peri chicken style grilled.,Starter,Non-Veg,"[""chicken"",""pepper"",""spices""]",grill,India,Low
f018,Chicken Lollipop,r026,Crispy fried chicken burger variant.,Starter,Non-Veg,"[""chicken"",""spices"",""oil""]",fried,India,Low
f040,Chicken Sandwich,r026,Pulled chicken burger variant.,Snack,Non-Veg,"[""bread"",""chicken"",""sauce""]",sandwich,India,Low
f041,Chicken Roll,r026,Chicken burrito variant wrap.,Street Food,Non-Veg,"[""tortilla"",""chicken"",""spices""]",wrap,India,Low
f042,Veg Roll,r026,Veg burrito variant wrap.,Street Food,Veg,"[""vegetables"",""wrap"",""sauce""]",wrap,India,Low
f014,Chicken Biryani,r027,Traditional spiced chicken biryani cooked with basmati rice,Biryani,Non-Veg,"[""chicken"",""rice"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f013,Mutton Biryani,r027,Flavorful biryani made with tender mutton pieces,Biryani,Non-Veg,"[""mutton"",""rice"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f015,Egg Biryani,r027,Biryani cooked with boiled eggs and spices,Biryani,Egg,"[""egg"",""rice"",""spices""]",main_course,South India,Low
f016,Plain Biryani,r027,Spiced biryani rice without meat (kuska),Biryani,Veg,"[""rice"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f001,Veg Fried Rice,r027,Stir-fried rice with vegetables,Fried Rice,Veg,"[""rice"",""vegetables"",""soy sauce""]",main_course,India,Low
f004,Mushroom Fried Rice,r027,Fried rice with sautéed mushrooms,Fried Rice,Veg,"[""rice"",""mushroom"",""soy sauce"",""spices""]",main_course,India,Low
f003,Paneer Fried Rice,r027,Paneer cubes tossed with rice and spices,Fried Rice,Veg,"[""rice"",""paneer"",""soy sauce"",""spices""]",main_course,India,Low
f002,Egg Fried Rice,r027,Fried rice cooked with scrambled eggs,Fried Rice,Egg,"[""rice"",""egg"",""soy sauce"",""pepper""]",main_course,India,Low
f010,Chicken Fried Rice,r027,Indo-Chinese style fried rice with chicken,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce"",""pepper""]",main_course,India,Low
f011,Schezwan Chicken Rice,r027,Spicy Schezwan chicken fried rice,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce""]",main_course,India,Low
f005,Schezwan Veg Fried Rice,r027,Spicy Schezwan vegetable rice,Fried Rice,Veg,"[""rice"",""vegetables"",""schezwan sauce""]",main_course,India,Low
f018,Chicken 65,r027,Deep-fried spiced chicken bites,Starter,Non-Veg,"[""chicken"",""chilli"",""curd"",""spices""]",starter,South India,Low
f017,Chilli Chicken,r027,Indo-Chinese chicken with chilli & soy sauce,Starter,Non-Veg,"[""chicken"",""chilli"",""soy sauce"",""garlic""]",starter,India,Low
f019,Chicken Manchurian,r027,Fried chicken tossed in Manchurian sauce,Starter,Non-Veg,"[""chicken"",""soy sauce"",""garlic"",""corn flour""]",starter,India,Low
f020,Pepper Chicken,r027,Chicken cooked with pepper and spices,Main Course,Non-Veg,"[""chicken"",""pepper"",""curry leaves"",""spices""]",main_course,Tamil Nadu,Low
f021,Chicken Varuval,r027,Kongu style dry chicken fry,Main Course,Non-Veg,"[""chicken"",""onion"",""spices""]",main_course,Tamil Nadu,Low
f022,Pallipalayam Chicken,r027,Tamil Pallipalayam style chicken fry,Main Course,Non-Veg,"[""chicken"",""coconut bits"",""chilli"",""spices""]",main_course,Tamil Nadu,Low
f023,Honey Chicken,r027,Fried chicken glazed with honey,Starter,Non-Veg,"[""chicken"",""honey"",""soy sauce""]",starter,India,Low
f024,Kadai Chicken,r027,Chicken cooked in kadai masala,Main Course,Non-Veg,"[""chicken"",""tomato"",""spices"",""onion""]",main_course,India,Low
f029,Parotta,r027,Layered flaky wheat flatbread,Bread,Veg,"[""maida"",""oil"",""water""]",bread,Tamil Nadu,Low
f027,Chapathi,r027,Soft wheat flatbread,Bread,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f028,Kothu Parotta,r027,Shredded parotta tossed with eggs & spices,Street Food,Egg,"[""parotta"",""egg"",""onion"",""masala""]",street_food,Tamil Nadu,Low
f030,Gobi Manchurian,r027,Crispy cauliflower tossed in Manchurian sauce,Starter,Veg,"[""cauliflower"",""soy sauce"",""garlic""]",starter,India,Low
f031,Paneer Manchurian,r027,Paneer tossed in Indo-Chinese sauce,Starter,Veg,"[""paneer"",""soy sauce"",""garlic""]",starter,India,Low
f032,Mushroom Manchurian,r027,Mushrooms tossed in Manchurian sauce,Starter,Veg,"[""mushroom"",""soy sauce"",""chilli""]",starter,India,Low
f035,Egg Poriyal,r027,South-Indian style egg fry,Side,Egg,"[""egg"",""onion"",""spices""]",side_dish,South India,Low
f014,Chicken Biryani,r028,Traditional chicken biryani cooked with long-grain rice,Biryani,Non-Veg,"[""rice"",""chicken"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f013,Mutton Biryani,r028,Mutton biryani with aromatic spices,Biryani,Non-Veg,"[""mutton"",""rice"",""spices"",""ghee""]",main_course,Tamil Nadu,Low
f015,Egg Biryani,r028,Aromatic biryani layered with eggs,Biryani,Egg,"[""rice"",""egg"",""spices""]",main_course,South India,Low
f016,Plain Biryani,r028,Plain biryani rice (kuska),Biryani,Veg,"[""rice"",""spices""]",main_course,Tamil Nadu,Low
f018,Chicken 65,r028,Deep-fried chicken bites tossed in spices,Starter,Non-Veg,"[""chicken"",""curd"",""spices"",""fried""]",starter,Tamil Nadu,Low
f018,Chicken 65 (Boneless),r028,Boneless spicy fried chicken,Starter,Non-Veg,"[""chicken"",""spices""]",starter,South India,Low
f018,Chicken 65 (Bone),r028,Bone-in spicy fried chicken,Starter,Non-Veg,"[""chicken"",""spices""]",starter,South India,Low
f017,Chilli Chicken,r028,Spicy Indo-Chinese chilli chicken,Starter,Non-Veg,"[""chicken"",""chilli"",""soy sauce""]",starter,India,Low
f019,Chicken Manchurian,r028,Fried chicken tossed in Manchurian sauce,Starter,Non-Veg,"[""chicken"",""soy sauce"",""garlic""]",starter,India,Low
f018,Chicken Lollipop,r028,Marinated deep-fried chicken lollipop,Starter,Non-Veg,"[""chicken"",""flour"",""spices""]",starter,India,Low
f020,Pepper Chicken,r028,Chicken sautéed with pepper and curry leaves,Main Course,Non-Veg,"[""chicken"",""pepper"",""garlic""]",main_course,Tamil Nadu,Low
f022,Pallipalayam Chicken,r028,Kongu style chicken fry with coconut bits,Main Course,Non-Veg,"[""chicken"",""coconut"",""chilli""]",main_course,Tamil Nadu,Low
f023,Honey Chicken,r028,Sweet and spicy fried honey chicken,Starter,Non-Veg,"[""chicken"",""honey"",""soy sauce""]",starter,India,Low
f024,Kadai Chicken,r028,Spicy tomato-based chicken masala,Main Course,Non-Veg,"[""chicken"",""capsicum"",""onion""]",main_course,India,Low
f021,Chicken Varuval,r028,Tamil village style dry chicken roast,Main Course,Non-Veg,"[""chicken"",""onion"",""spices""]",main_course,Tamil Nadu,Low
f027,Chapathi,r028,Soft wheat flatbread,Bread,Veg,"[""wheat flour"",""water""]",bread,India,Low
f029,Parotta,r028,Layered south indian flatbread,Bread,Veg,"[""maida"",""oil""]",bread,Tamil Nadu,Low
f028,Kothu Parotta,r028,Chopped parotta mixed with egg & masala,Street Food,Egg,"[""parotta"",""egg"",""masala""]",street_food,Tamil Nadu,Low
f001,Veg Fried Rice,r028,Fried rice with vegetables,Fried Rice,Veg,"[""rice"",""vegetables"",""soy sauce""]",main_course,India,Low
f003,Paneer Fried Rice,r028,Paneer mixed fried rice,Fried Rice,Veg,"[""rice"",""paneer""]",main_course,India,Low
f004,Mushroom Fried Rice,r028,Fried rice with sautéed mushrooms,Fried Rice,Veg,"[""rice"",""mushroom""]",main_course,India,Low
f002,Egg Fried Rice,r028,Fried rice stir fried with egg,Fried Rice,Egg,"[""rice"",""egg""]",main_course,India,Low
f010,Chicken Fried Rice,r028,Fried rice with chicken and soy sauce,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce""]",main_course,India,Low
f011,Schezwan Chicken Rice,r028,Spicy Schezwan chicken fried rice,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce""]",main_course,India,Low
f005,Schezwan Veg Fried Rice,r028,Spicy vegetable fried rice,Fried Rice,Veg,"[""rice"",""vegetables"",""schezwan sauce""]",main_course,India,Low
f035,Egg Masala,r028,Masala coated eggs,Egg,Egg,"[""egg"",""onion"",""spices""]",side_dish,South India,Low
f036,Omelette,r028,Plain omelette made with eggs,Egg,Egg,"[""egg"",""salt"",""pepper""]",side_dish,India,Low
f037,Boiled Egg,r028,Boiled eggs,Egg,Egg,"[""egg"",""water""]",side_dish,India,Low
f001,Veg Fried Rice,r029,Stir-fried long grain rice with mixed vegetables and mild seasoning.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce"",""oil"",""salt""]",main_course,South India,Moderate
f004,Mushroom Fried Rice,r029,Veg fried rice variation with sautéed mushrooms.,Fried Rice,Veg,"[""rice"",""mushroom"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f009,Schezwan Veg Fried Rice,r029,Spicy Indo-Chinese fried rice with Schezwan sauce.,Fried Rice,Veg,"[""rice"",""capsicum"",""carrot"",""spring onion"",""schezwan sauce"",""soy sauce"",""oil""]",main_course,India,Low
f012,Steamed Rice,r029,Plain boiled rice.,Rice,Veg,"[""rice"",""water""]",side_dish,India,Low
f006,Jeera Rice,r029,Fragrant rice tempered with cumin seeds and ghee.,Rice,Veg,"[""rice"",""cumin"",""ghee"",""salt""]",side_dish,North India,Low
f028,Phulka,r029,Soft puffed chapathi.,Parotta & Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
